
book_id,title,authors,average_ratings,description,language,isbn,genre,number_of_pages,publisher,publication_date,rating_counts,price_in_$,text-review_counts,category,sub_genre
13529.March,March,Geraldine Brooks (Goodreads Author),3.75,"Winner of the 2006 Pulitzer Prize for Fiction.From the author of the acclaimed Year of Wonders, a historical novel and love story set during a time of catastrophe, on the front lines of the American Civil War. Acclaimed author Geraldine Brooks gives us the story of the absent father from Louisa May Alcott's Little Women—and conjures a world of brutality, stubborn courage and transcendent love. An idealistic abolitionist, March has gone as chaplain to serve the Union cause. But the war tests his faith not only in the Union—which is also capable of barbarism and racism—but in himself. As he recovers from a near-fatal illness, March must reassemble and reconnect with his family, who have no idea of what he has endured. A love story set in a time of catastrophe, March explores the passions between a man and a woman, the tenderness of parent and child, and the life-changing power of an ardently held belief.",English,9780143036661,Historical Fiction,280,Penguin,2006-01-31,54611,3.16,5344,Fiction,"('Fiction', 'Historical', 'Civil War', 'War', 'Book Club', 'Literary Fiction', 'Adult Fiction', 'Adult', 'Novels')"
16188.Wideacre,Wideacre,Philippa Gregory (Goodreads Author),3.31,"From #1 New York Times bestselling author Philippa Gregory comes the stunning first novel of a thrilling trilogy about the Lacey family, and the captivating woman at the heart of a power-hungry estate willing to go to any means to protect her family name.Beatrice Lacey, as strong-minded as she is beautiful, refuses to conform to the social customs of her time. Destined to lose her heritage and beloved Wideacre estate once she is wed, Beatrice will use any means necessary to protect her ancestral name. Seduction, betrayal, even murder--Beatrice's passion is without apology or conscience. ""She is a Lacey of Wideacre,"" her father warns, ""and whatever she does, however she behaves, will always be fitting."" Yet even as Beatrice's scheming seems about to yield her dream, she is haunted by the one living person who knows the extent of her plans...and her capacity for evil.Sumptuously set in Georgian England from the ""queen of royal fiction"" (USA TODAY), Wideacre is intensely gripping, rich in texture, and full of color and authenticity. It is a saga as irresistible in its singular magic as its heroine.",English,9780743249294,Historical Fiction,656,Washington Square Press,2003-07-02,21876,1.45,1547,Fiction,"('Fiction', 'Historical', 'Romance', 'British Literature', 'Historical Romance', '18th Century', 'Adult', 'Chick Lit', 'Adult Fiction')"
4696.The_Last_Jew,The Last Jew,"Noah Gordon, Mirjana Cvekić (Translator), Ljiljana Cvekić (Translator)",4.11,"In the year 1492, the Inquisition has all of Spain in its grip. After centuries of pogrom-like riots encouraged by the Church, the Jews - who have been an important part of Spanish life since the days of the Romans - are expelled from the country by royal edict. Many who wish to remain are intimidated by Church and Crown and become Catholics, but several hundred thousand choose to retain their religion and depart; given little time to flee, some perish even before they can escape from Spain.Yonah Toledano, the 15-year-old son of a celebrated Spanish silversmith, has seen his father and brother die during these terrible days - victims whose murders go almost unnoticed in a time of mass upheaval. Trapped in Spain by circumstances, he is determined to honor the memory of his family by remaining a Jew.On a donkey named Moise, Yonah begins a meandering journey, a young fugitive zigzagging across the vastness of Spain. Toiling at manual labor, he desperately tries to cling to his memories of a vanished culture. As a lonely shepherd on a mountaintop he hurls snatches of almost forgotten Hebrew at the stars, as an apprentice armorer he learns to fight like a Christian knight. Finally, as a man living in a time and land where danger from the Inquisition is everywhere, he deals with the questions that mark his past. How he discovers the answers, how he finds his way to a singular and strong Marrano woman, how he achieves a life with the outer persona of a respected Old Christian physician and the inner life of a secret Jew, is the fabric of this novel. The Last Jew is a glimpse of the past, an authentic tale of high adventure, and a tender and unforgettable love story. In it, Noah Gordon utilizes his greatest strengths, and the result is remarkable and moving.",English,9780312300531,Historical Fiction,352,St. Martin's Griffin,2000-08-15,7123,5.22,189,Fiction,"('Fiction', 'Historical', 'Jewish', 'Spain', 'Novels', 'Medieval', 'Religion', 'German Literature', 'Judaism')"
42447.Strawberry_Girl,Strawberry Girl,Lois Lenski,3.87,"The land was theirs, but so were its hardshipsStrawberries -- big, ripe, and juicy. Ten-year-old Birdie Boyer can hardly wait to start picking them. But her family has just moved to the Florida backwoods, and they haven′t even begun their planting. ""Don′t count your biddies ′fore they′re hatched, gal young un!"" her father tells her.Making the new farm prosper is not easy. There is heat to suffer through, and droughts, and cold snaps. And, perhaps most worrisome of all for the Boyers, there are rowdy neighbors, just itching to start a feud.",English,9780064405850,Historical Fiction,208,HarperCollins,2005-04-26,12183,2.42,423,Juvenile Fiction,"('Childrens', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Juvenile', 'Historical', 'School', 'Chapter Books')"
33512.One_Thousand_White_Women,One Thousand White Women: The Journals of May Dodd,Jim Fergus (Goodreads Author),3.88,"One Thousand White Women is the story of May Dodd and a colorful assembly of pioneer women who, under the auspices of the U.S. government, travel to the western prairies in 1875 to intermarry among the Cheyenne Indians. The covert and controversial ""Brides for Indians"" program, launched by the administration of Ulysses S. Grant, is intended to help assimilate the Indians into the white man's world. Toward that end May and her friends embark upon the adventure of their lifetime. Jim Fergus has so vividly depicted the American West that it is as if these diaries are a capsule in time.",English,9780312199432,Historical Fiction,434,St. Martin's Griffin,1999-02-15,114179,3.64,7615,Fiction,"('Fiction', 'Historical', 'Book Club', 'Westerns', 'Adult', 'Adult Fiction', 'Audiobook', 'Adventure', '19th Century')"
11824.The_Whipping_Boy,The Whipping Boy,"Sid Fleischman, Peter Sís (Illustrator)",3.57,"A shout comes echoing up the stairway. ""Fetch the whipping boy!"" A young orphan named Jemmy rouses from his sleep. ""Ain't I already been whipped twice today? Gaw! What's the prince done now?"" It was forbidden to spank, thrash, or whack the heir to the throne. Jemmy had been plucked from the streets to serve as whipping boy to the arrogant and spiteful Prince Brat. Dreaming of running away, Jemmy finds himself trapped in Prince Brat's own dream at once brash and perilous. In this briskly told tale of high adventure, taut with suspense and rich with colorful characters, the whipping boy and Prince Brat must at last confront each other. Award-winning author Sid Fleischman again blends the broadly comic with the deeply compassionate in this memorable novel.",English,9780060521226,Historical Fiction,90,Greenwillow Books,2003-04-15,24452,2.25,1162,Juvenile Fiction,"('Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Classics', 'Adventure', 'Historical', 'Juvenile', 'Fantasy')"
3421.The_October_Horse,The October Horse,Colleen McCullough,4.3,"With her renowned storytelling gifts in full force, Colleen McCullough delivers a breathtaking novel that is both grand in scope and vivid in detail -- and proves once again why she is the top historical novelist of our time.In the last days of the Roman Republic, Gaius Julius Caesar is both adored and despised -- but his rule is unshakable. Forced by civil war to leave his beguiling mistress Cleopatra, Caesar turns his eye to the future: who is to inherit the throne of Roman power? But in the shadows of the empire, the talk is of murder. Who among his associates has the cunning and skill to fell the fierce leader -- and brave the dangerous consequences of that cataclysmic act?",English,9780671024208,Historical Fiction,1110,Pocket Books,2003-10-28,5267,3.15,119,Fiction,"('Fiction', 'Historical', 'Roman', 'Ancient', 'Egypt', 'Italy', 'Novels', 'War', 'Ancient History')"
44543.Slammerkin,Slammerkin,"Emma Donoghue (Goodreads Author), Charlotte Strevens (Reading)",3.72,"Mary Saunders, a lower-class London schoolgirl, was born into rough cloth but hungered for lace and the trappings of a higher station than her family would ever know. In 18th-century England, Mary's shrewd instincts will get her only so far, and she despairs of the plans made for her to carve out a trade as a seamstress or a maid. Unwilling to bend to such a destiny, Mary strikes out on a painful, fateful journey all her own. Inspired by the obscure historical figure Mary Saunders, Slammerkin is a provocative, graphic tale and a rich feast of an historical novel. Author Emma Donoghue probes the gap between a young girl's quest for freedom and a better life and the shackles that society imposes on her. ""Never give up your liberty.""",English,9780156007474,Historical Fiction,410,Mariner Books,2002-05-01,14699,4.94,1251,Fiction,"('Fiction', 'Historical', 'British Literature', 'Literary Fiction', '18th Century', 'Prostitution', 'Adult', 'Novels', 'Adult Fiction')"
10967.The_Fiery_Cross,The Fiery Cross,"Diana Gabaldon (Goodreads Author), Janos Farkas (translator)",4.24,"The year is 1771, and war is coming. Jamie Fraser’s wife tells him so. Little as he wishes to, he must believe it, for hers is a gift of dreadful prophecy—a time-traveler’s certain knowledge. Claire’s unique view of the future has brought him both danger and deliverance in the past; her knowledge of the oncoming revolution is a flickering torch that may light his way through the perilous years ahead—or ignite a conflagration that will leave their lives in ashes.",English,9780440221661,Historical Fiction,1443,Dell,2005-08-30,170921,4.79,5294,Fiction,"('Romance', 'Fiction', 'Fantasy', 'Time Travel', 'Historical', 'Historical Romance', 'Audiobook', 'Adult', 'Adventure')"
20023.The_White_Road,The White Road,Cynthia Harrod-Eagles,4.28,"August 1914The whole country is thrilled by the declaration of war. The British Expeditionary Force goes off to France to defend gallant little Belgium, and thousands more young men rush to volunteer, hoping to see action before the war ends at Christmas. At home everyone competes to be doing the most for the war effort. The Morlands have their share of volunteers, and no-one can say they aren't at the very heart of things. But when Christmas comes the war is far from over, and nine in ten of the men who marched, singing, down the white road to Mons have fallen.",English,9780751533453,Historical Fiction,480,"Little, Brown Book Group",2006-11-01,271,3.12,8,Fiction,"('Historical', 'Fiction', 'World War I', 'Romance')"
7958.Sarah,Sarah,Orson Scott Card,3.88,"Sarai was a child of ten years, wise for her age but not yet a woman, when she first met Abram. He appeared before her in her father's house, filthy from the desert, tired and thirsty. But as the dirt of travel was washed from his body, the sight of him filled her heart. And when Abram promises Sarai to return in ten years to take her for his wife, her fate was sealed.Abram kept his promise, and Sarai kept hers they were wed, and so joined the royal house of Ur with the high priesthood of the Hebrews. So began a lifetime of great joy together, and greater peril: and with the blessing of their God, a great nation would be built around the core of their love.Bestselling author Orson Scott Card uses his fertile imagination, and uncanny insight into human nature, to tell the story of a unique woman--one who is beautiful, tough, smart, and resourceful in an era when women had little power, and are scarce in the historical record. Sarah, child of the desert, wife of Abraham, takes on vivid reality as a woman desirable to kings, a devoted wife, and a faithful follower of the God of Abraham, chosen to experience an incomparable miracle.",English,9780765341174,Historical Fiction,341,Forge,2001-09-17,10339,3.08,1004,Fiction,"('Fiction', 'Religion', 'Historical', 'Biblical Fiction', 'Lds', 'Christian Fiction', 'Christian', 'Lds Fiction', 'Fantasy')"
20024.The_Maiden,The Maiden,Cynthia Harrod-Eagles,4.27,"1720: political intrigue besets the kingdom as the Stuarts try to claim the throne occupied by the Hanoverians and the Morlands have to use all their wiles to keep their fortunes intact. Jeremy Morland, sole heir to his father's will, has no option but to marry to cold-hearted Lady Mary to secure Hanoverian protection and safeguard his inheritance. Then the rebellion of '45 and the bloody massacre at Culloden thrust his daughter Jemima into the spotlight as the saviour of the family. Independent, single-minded, and a rare beauty, Jemima is a capable caretaker of the Morland heritage. Although Morland Place and its lands suffer from the excesses of her dissolute husband, Jemima's quiet courage earns her an abiding love and loyalty.",English,9780751506457,Historical Fiction,413,"Little, Brown Book Group",1985-02-01,429,3.37,11,Fiction,"('Historical', 'Fiction', 'Historical Romance', 'Romance', 'British Literature')"
36253.The_Winthrop_Woman,The Winthrop Woman,"Anya Seton, Philippa Gregory (Goodreads Author) (Foreword by)",4.09,"First published in 1958 and set in the early 17th century, this bestselling novel—and follow-up to Katherine—follows Elizabeth Winthrop, a courageous Puritan woman who finds herself at odds with her heritage and surroundings. A real historical figure, Elizabeth married into the family of Governor John Winthrop of the Massachusetts Bay Colony. In those times of hardship, famine, and Indian attacks, many believed that the only way to prosper was through the strong, bigoted, and theocratic government that John Winthrop favored. Defying the government and her family, Elizabeth befriends famous heretic Anne Hutchinson, challenges an army captain, and dares to love as her heart commanded. Through Elizabeth’s three marriages, struggles with her passionate beliefs, and countless rebellions, a powerful tale of fortitude, humiliation, and ultimate triumph shines through.",English,9781556526442,Historical Fiction,588,Chicago Review Press,2006-09-01,5122,6.27,326,Fiction,"('Fiction', 'Historical', '17th Century', 'Romance', 'American History', 'Classics', 'Historical Romance', 'American', 'British Literature')"
7966.Rebekah,Rebekah,Orson Scott Card,3.84,"Born into a time and place where a woman speaks her mind at her peril, and reared as a motherless child by a doting father, Rebekah grew up to be a stunning, headstrong beauty. She was chosen by God for a special destiny.Rebekah leaves her father's house to marry Isaac, the studious young son of the Patriarch Abraham, only to find herself caught up in a series of painful rivalries, first between her husband and his brother Ishmael, and later between her sons Jacob and Esau. Her struggles to find her place in the family of Abraham are a true test of her faith, but through it all she finds her own relationship with God and does her best to serve His cause in the lives of those she loves. In Rebekah, Orson Scott Card has created an astonishing personality, complex and intriguing, and her story will engage your heart as it captures your imagination.",English,9780765341280,Historical Fiction,416,Forge,2012-03-27,7819,3.28,617,Fiction,"('Fiction', 'Religion', 'Lds', 'Historical', 'Christian Fiction', 'Lds Fiction', 'Biblical Fiction', 'Christian', 'Biblical')"
28078.The_Birth_of_Venus,The Birth of Venus,Sarah Dunant,3.81,"Alessandra Cecchi is not quite fifteen when her father, a prosperous cloth merchant, brings a young painter back from northern Europe to decorate the chapel walls in the family’s Florentine palazzo. A child of the Renaissance, with a precocious mind and a talent for drawing, Alessandra is intoxicated by the painter’s abilities.But their burgeoning relationship is interrupted when Alessandra’s parents arrange her marriage to a wealthy, much older man. Meanwhile, Florence is changing, increasingly subject to the growing suppression imposed by the fundamentalist monk Savonarola, who is seizing religious and political control. Alessandra and her native city are caught between the Medici state, with its love of luxury, learning, and dazzling art, and the hellfire preaching and increasing violence of Savonarola’s reactionary followers. Played out against this turbulent backdrop, Alessandra’s married life is a misery, except for the surprising freedom it allows her to pursue her powerful attraction to the young painter and his art. The Birth of Venus is a tour de force, the first historical novel from one of Britain’s most innovative writers of literary suspense. It brings alive the history of Florence at its most dramatic period, telling a compulsively absorbing story of love, art, religion, and power through the passionate voice of Alessandra, a heroine with the same vibrancy of spirit as her beloved city.",English,9780812968972,Historical Fiction,427,Random House,2004-11-30,91936,3.82,2908,Fiction,"('Fiction', 'Historical', 'Italy', 'Art', 'Romance', 'Adult Fiction', 'Adult', 'Book Club', '15th Century')"
41999.The_Dream_Kingdom,The Dream Kingdom,Cynthia Harrod-Eagles,4.34,"1908 - Edwardian period; AviationIn the height of Edwardian splendour, Jessie and Violet share a sparkling London debut. At Morland Place, Teddy's business is expanding and he brings home a new wife, to the anxiety of his sister Henrietta who knows there can't be two mistresses of the house. England is a land of confidence and opportunity but below the surface troubles are stirring. The death of the King brings to a head the constitutional crisis, while abroad the flexing of Russian and German might are an ominous sign of the dangers that lie ahead.",English,9780751533439,Historical Fiction,640,"Little, Brown Book Group",2004-11-01,271,3.11,7,Fiction,"('Historical', 'Fiction', 'Romance', 'Edwardian')"
8282.The_Long_Winter,The Long Winter,"Laura Ingalls Wilder, Garth Williams (Illustrator)",4.14,"On the empty winter prairie, gray clouds to the northwest meant only one thing: a blizzard was seconds away. The first blizzard came in October. It snowed almost without stopping until April. The temperature dropped to forty below. Snow reached the roof-tops. And no trains could get through with food and coal. The townspeople began to starve. The Ingalls family barely lived through that winter. And Almanzo Wilder knew he would have to risk his life to save the town.",English,9780060885427,Historical Fiction,422,HarperTrophy,2007-01-01,77901,2.76,1048,Juvenile Fiction,"('Classics', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Juvenile', 'Family', 'Chapter Books')"
3417.Caesar_s_Women,Caesar's Women,Colleen McCullough,4.25,"New York Times bestselling author Colleen McCullough re-creates an extraordinary epoch before the mighty Republic belonged to Julius Caesar—when Rome's noblewomen were his greatest conquest.His victories were legend—in battle and bedchamber alike. Love was a political weapon he wielded cunningly and ruthlessly in his private war against enemies in the forum. Genius, general, patrician, Gaius Julius Caesar was history. His wives bought him influence. He sacrificed his beloved daughter on the altar of ambition. He burned for the cold-hearted mistress he could never dare trust. Caesar's women all knew—and feared—his power. He adored them, used them, destroyed them on his irresistible rise to prominence. And one of them would seal his fate.",English,9780380710843,Historical Fiction,943,Avon,1997-02-01,6205,2.31,157,Fiction,"('Fiction', 'Historical', 'Roman', 'Italy', 'Ancient', 'Ancient History', 'Novels', 'Literature', 'Politics')"
4692.The_Physician,The Physician,Noah Gordon,4.37,"In the 11th century, Rob Cole left poor, disease-ridden London to make his way across the land, hustling, juggling, peddling cures to the sick—and discovering the mystical ways of healing. It was on his travels that he found his own very real gift for healing—a gift that urged him on to become a doctor. So all consuming was his dream, that he made the perilous, unheard-of journey to Persia, to its Arab universities where he would undertake a transformation that would shape his destiny forever.",English,9780751503890,Historical Fiction,714,"Little, Brown Book Group",2001-07-01,38507,3.92,1175,Fiction,"('Fiction', 'Historical', 'Medieval', 'Adventure', 'Medicine', 'Novels', 'Classics', 'British Literature', 'Romance')"
24526.Blue_at_the_Mizzen,Blue at the Mizzen,Patrick O'Brian,4.39,"Napoleon has been defeated at Waterloo, and the ensuing peace brings with it both the desertion of nearly half of Captain Aubrey's crew and the sudden dimming of Aubrey's career prospects in a peacetime navy. When the Surprise is nearly sunk on her way to South America—where Aubrey and Stephen Maturin are to help Chile assert her independence from Spain—the delay occasioned by repairs reaps a harvest of strange consequences. The South American expedition is a desperate affair; and in the end Jack's bold initiative to strike at the vastly superior Spanish fleet precipitates a spectacular naval action that will determine both Chile's fate and his own.",English,9780393321074,Historical Fiction,262,W. W. Norton Company,2000-09-17,6427,6.42,95,Fiction,"('Fiction', 'Historical', 'Adventure', 'War', 'Military Fiction', 'Audiobook', 'Maritime', 'Literature', 'British Literature')"
5364.Dragonfly_in_Amber,Dragonfly in Amber,Diana Gabaldon (Goodreads Author),4.32,"From the author of Outlander... a magnificent epic that once again sweeps us back in time to the drama and passion of 18th-century Scotland...For twenty years Claire Randall has kept her secrets. But now she is returning with her grown daughter to Scotland's majestic mist-shrouded hills. Here Claire plans to reveal a truth as stunning as the events that gave it birth: about the mystery of an ancient circle of standing stones ...about a love that transcends the boundaries of time ...and about James Fraser, a Scottish warrior whose gallantry once drew a young Claire from the security of her century to the dangers of his ....Now a legacy of blood and desire will test her beautiful copper-haired daughter, Brianna, as Claire's spellbinding journey of self-discovery continues in the intrigue-ridden Paris court of Charles Stuart ...in a race to thwart a doomed Highlands uprising ...and in a desperate fight to save both the child and the man she loves....",English,9780385335973,Historical Fiction,963,Bantam,2001-08-07,287189,4.8,11121,Fiction,"('Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance', 'Audiobook', 'Scotland', 'Adult')"
40200.The_Crimson_Petal_and_the_White,The Crimson Petal and the White,Michel Faber,3.88,"Sugar, 19, prostitute in Victorian London, yearns for a better life. From brutal brothel-keeper Mrs Castaway, she ascends in society. Affections of self-involved perfume magnate William Rackham soon smells like love. Her social rise attracts preening socialites, drunken journalists, untrustworthy servants, vile guttersnipes, and whores of all kinds.",English,9781841954318,Historical Fiction,835,Canongate Books,2003-09-11,36940,2.76,2183,London (England),"('Fiction', 'Historical', 'Victorian', 'Romance', 'British Literature', 'Adult', 'Literary Fiction', '19th Century', 'Novels')"
16328.The_Murder_of_Roger_Ackroyd,The Murder of Roger Ackroyd,Agatha Christie,4.24,"Considered to be one of Agatha Christie's most controversial mysteries, The Murder of Roger Ackroyd breaks all the rules of traditional mystery writing. The peaceful English village of King’s Abbot is stunned. First, the attractive widow Ferrars dies from an overdose of veronal. Not twenty-four hours later, Roger Ackroyd—the man she had planned to marry—is murdered. It is a baffling, complex case involving blackmail, suicide, and violent death, a cast that taxes Hercule Poirot’s “little grey cells” before he reaches one of the most startling conclusions of his fabled career.",English,9781579126278,Mystery,288,Black Dog & Leventhal Publishers,2006-09-01,153357,7.24,5659,Fiction,"('Fiction', 'Classics', 'Crime', 'Mystery Thriller', 'Detective', 'Thriller', 'British Literature', 'Audiobook', 'Murder Mystery')"
7053.In_the_Company_of_Cheerful_Ladies,In the Company of Cheerful Ladies,Alexander McCall Smith (Goodreads Author),4.08,"Mma Ramotswe's normally unshakable composure is rattled when a visitor forces her to confront a secret from her past.In the newest addition to the universally beloved No. 1 Ladies’ Detective Agency series, the charming and ever-resourceful Precious Ramotswe finds herself overly beset by problems. She is already busier than usual at the detective agency when added to her concerns are a strange intruder in her house on Zebra Drive and the baffling appearance of a pumpkin. And then there is Mma Makutsi, who decides to treat herself to dance lessons, only to be partnered with a man who seems to have two left feet. Nor are things running quite as smoothly as they usually do at Tlokweng Road Speedy Motors. Mma Ramotswe’s husband, the estimable Mr. J.L.B. Matekoni, is overburdened with work even before one of his apprentices runs off with a wealthy woman. But what finally rattles Mma Ramotswe’s normally unshakable composure is a visitor who forces her to confront a secret from her past. . . . All this unfolds against the sunlit background of Mma Ramotswe’s beloved homeland, Botswana–a land of empty spaces, echoing skies, and an endless supply of soothing bush tea.",English,9780375422713,Mystery,233,Pantheon,2005-04-19,25947,3.34,912,Botswana,"('Fiction', 'Africa', 'Botswana', 'Crime', 'Detective', 'Cozy Mystery', 'Humor', 'Mystery Thriller', 'Audiobook')"
32258.Body_Double,Body Double,Tess Gerritsen (Goodreads Author),4.16,"Boston medical examiner Dr. Maura Isles literally meets her match–and must face a savage serial killer and shattering personal revelations–in the brilliant new novel of suspense by the New York Times bestselling author of The Surgeon and The Sinner.Dr. Maura Isles makes her living dealing with death. As a pathologist in a major metropolitan city, she has seen more than her share of corpses every day–many of them victims of violent murder. But never before has her blood run cold, and never has the grim expression “dead ringer” rung so terrifyingly true. Because never before has the lifeless body on the medical examiner’s table been her own.Yet there can be no denying the mind-reeling evidence before her shocked eyes and those of her colleagues, including Detective Jane Rizzoli: the woman found shot to death outside Maura’s home is the mirror image of Maura, down to the most intimate physical nuances. Even more chilling is the discovery that they share the same birth date and blood type. For the stunned Maura, an only child, there can be just one explanation. And when a DNA test confirms that Maura’s mysterious doppelgänger is in fact her twin sister, an already bizarre murder investigation becomes a disturbing and dangerous excursion into a past full of dark secrets.Searching for answers, Maura is drawn to a seaside town in Maine where other horrifying surprises await. But perhaps more frightening, an unknown murderer is at large on a cross-country killing spree. To stop the massacre and uncover the twisted truth about her own roots, Maura must probe her first living subject: the mother that she never knew . . . an icy and cunning woman who could be responsible for giving Maura life–and who just may have a plan to take it away.",English,9780345458940,Mystery,432,Ballantine Books,2005-07-26,48654,2.86,1205,Fiction,"('Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Detective', 'Murder Mystery', 'Audiobook', 'Adult')"
2052.The_Big_Sleep,The Big Sleep,Raymond Chandler,3.99,"Down these mean streets a man must go who is not himself mean, who is neither tarnished nor afraid....He is the hero; he is everything. He must be a complete man and a common man and yet an unusual man. This is the Code of the Private Eye as defined by Raymond Chandler in his 1944 essay 'The Simple Act of Murder.' Such a man was Philip Marlowe, private eye, an educated, heroic, streetwise, rugged individualist and the hero of Chandler's first novel, The Big Sleep. This work established Chandler as the master of the 'hard-boiled' detective novel, and his articulate and literary style of writing won him a large audience, which ranged from the man in the street to the most sophisticated intellectual.",English,9780394758282,Mystery,231,Vintage Crime,1988-07-12,125889,4.19,4076,Fiction,"('Fiction', 'Classics', 'Crime', 'Noir', 'Detective', 'Mystery Thriller', 'Thriller', 'Novels', 'American')"
16315.Crooked_House,Crooked House,Agatha Christie,4.05,"In the sprawling, half-timbered mansion in the affluent suburb of Swinly Dean, Aristide Leonides lies dead from barbiturate poisoning. An accident? Not likely. In fact, suspicion has already fallen on his luscious widow, a cunning beauty fifty years his junior, set to inherit a sizeable fortune, and rumored to be carrying on with a strapping young tutor comfortably ensconced in the family estate. But criminologist Charles Hayward is casting his own doubts on the innocence of the entire Leonides brood. He knows them intimately. And he's certain that in a crooked house such as Three Gables, no one's on the level...",English,9780312981662,Mystery,276,Minotaur Books,2002-08-19,43270,6.08,1429,Fiction,"('Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Thriller', 'British Literature', 'Audiobook', 'Murder Mystery')"
39392.Lucifer_s_Shadow,Lucifer's Shadow,David Hewson (Goodreads Author),3.56,"In an ancient burial ground on an island off Venice, a young woman's casket is pried open, an object is wrenched from her hands, and an extraordinary adventure begins.From the moment he arrives in Venice, Daniel Forster is seduced by the city's mystery and eroticism. An earnest young academic, Daniel has come for a summer job cataloguing a private collector's library. But when Daniel's employer sends him to buy a stolen violin from a petty thief, a chain reaction of violence and deception ignites. Suddenly Daniel is drawn into a police investigation and a tempest swirling around a beautiful woman, a mysterious palazzo, and a lost musical masterpiece dating back centuries. With each step he takes, Daniel unwittingly retraces a journey that began in 1733, when another young man came to Venice. And when, in this realm of intrigue and beauty, two lovers came face-to-face with a killer and a mystery was born. Separated by centuries, two tales of passion, betrayal, and danger collide in David Hewson's dazzling novel. Sweeping us from the intrigue of Vivaldi's Venice to the gritty world of a modern cop, from the genius of a prodigy to the greed of a killer, Lucifer's Shadow builds to a shattering crescendo and one last, breathtaking surprise.From the Hardcover edition.",English,9780385338059,Mystery,369,Delta,2005-07-26,824,5.41,52,Fiction,"('Fiction', 'Thriller', 'Italy', 'Historical Fiction', 'Crime', 'Historical', 'Historical Mystery', 'Suspense', 'Detective')"
16322.The_A_B_C_Murders,The A.B.C. Murders,Agatha Christie,4.02,"When Alice Asher is murdered in Andover, Hercule Poirot is already on to the clues. Alphabetically speaking, it's one down, twenty-five to go.There's a serial killer on the loose. His macabre calling card is to leave the ABC Railway guide beside each victim's body. But if A is for Alice Asher, bludgeoned to death in Andover; and B is for Betty Bernard, strangled with her belt on the beach at Bexhill; then who will Victim C be?",English,9781579126247,Mystery,232,Black Dog & Leventhal Publishers,2006-09-01,98993,1.47,2470,Fiction,"('Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Thriller', 'Audiobook', 'British Literature', 'Murder Mystery')"
42048.Shakespeare_s_Secret,Shakespeare's Secret,Elise Broach,3.88,"A missing diamond, a mysterious neighbor, a link to Shakespeare-can Hero uncover the connections?When Hero starts sixth grade at a new school, she's less concerned about the literary origins of her Shakespearean name than about the teasing she's sure to suffer because of it. So she has the same name as a girl in a book by a dusty old author. Hero is simply not interested in the connections. But that's just the thing; suddenly connections are cropping up all over, and odd characters and uncertain pasts are exactly what do fascinate Hero. There's a mysterious diamond hidden in her new house, a curious woman next door who seems to know an awful lot about it, and then, well, then there's Shakespeare. Not to mention Danny Cordova, only the most popular boy in school. Is it all in keeping with her namesake's origin-just much ado about nothing? Hero, being Hero, is determined to figure it out. In this fast-paced novel, Elise Broach weaves an intriguing literary mystery full of historical insights and discoveries.A JUNIOR LIBRARY GUILD SELECTION",English,9780805073874,Mystery,256,Henry Holt & Company,2005-05-01,8199,3.14,645,Juvenile Fiction,"('Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Historical Fiction', 'Juvenile', 'Realistic Fiction', 'Adventure', 'Historical')"
